,FieldID,Proteomics_cases,UKB_cases,Path,Category,Field,Items,Stability,ValueType,Units,ItemType
175,131036,739,4476,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G30 first reported (alzheimer's disease),4476,Ongoing,Date,,Data
176,130688,114,849,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,"Date D89 first reported (other disorders involving the immune mechanism, not elsewhere classified)",849,Ongoing,Date,,Data
177,131406,147,1337,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I85 first reported (oesophageal varices),1337,Ongoing,Date,,Data
178,131610,71,675,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K38 first reported (other diseases of appendix),675,Ongoing,Date,,Data
179,131768,2496,21710,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L57 first reported (skin changes due to chronic exposure to nonionising radiation),21710,Ongoing,Date,,Data
180,131904,156,1191,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M40 first reported (kyphosis and lordosis),1191,Ongoing,Date,,Data
181,130148,62,514,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A87 first reported (viral meningitis),514,Ongoing,Date,,Data
182,130624,466,3868,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D51 first reported (vitamin b12 deficiency anaemia),3868,Ongoing,Date,,Data
183,130340,611,5025,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B97 first reported (viral agents as the cause of diseases classified to other chapters),5025,Ongoing,Date,,Data
184,131472,2074,18731,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J34 first reported (other disorders of nose and nasal sinuses),18731,Ongoing,Date,,Data
185,131950,2834,25511,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M72 first reported (fibroblastic disorders),25511,Ongoing,Date,,Data
186,131858,2394,20936,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M10 first reported (gout),20936,Ongoing,Date,,Data
187,131946,1891,17061,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,"Date M70 first reported (soft tissue disorders related to use, overuse and pressure)",17061,Ongoing,Date,,Data
188,131494,7956,74427,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J45 first reported (asthma),74427,Ongoing,Date,,Data
189,131960,10362,91302,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,"Date M79 first reported (other soft tissue disorders, not elsewhere classified)",91302,Ongoing,Date,,Data
190,132102,1818,16383,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N63 first reported (unspecified lump in breast),16383,Ongoing,Date,,Data
191,131798,140,1142,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L74 first reported (eccrine sweat disorders),1142,Ongoing,Date,,Data
192,130846,1182,9150,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,"Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)",9150,Ongoing,Date,,Data
193,132032,4079,31238,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N18 first reported (chronic renal failure),31238,Ongoing,Date,,Data
194,132112,564,5493,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N73 first reported (other female pelvic inflammatory diseases),5493,Ongoing,Date,,Data
195,130068,106,938,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A40 first reported (streptococcal septicaemia),938,Ongoing,Date,,Data
196,130134,60,561,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A80 first reported (acute poliomyelitis),561,Ongoing,Date,,Data
197,131602,2469,22257,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K31 first reported (other diseases of stomach and duodenum),22257,Ongoing,Date,,Data
198,131122,63,413,Health-related outcomes > First occurrences > Nervous system disorders,2406,"Date G97 first reported (postprocedural disorders of nervous system, not elsewhere classified)",413,Ongoing,Date,,Data
199,131594,249,1973,Health-related outcomes > First occurrences > Digestive system disorders,2411,"Date K27 first reported (peptic ulcer, site unspecified)",1973,Ongoing,Date,,Data
200,131492,3395,28190,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J44 first reported (other chronic obstructive pulmonary disease),28190,Ongoing,Date,,Data
201,130642,242,1782,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D61 first reported (other aplastic anaemias),1782,Ongoing,Date,,Data
202,130814,14202,128669,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias),128669,Ongoing,Date,,Data
203,132480,60,379,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q27 first reported (other congenital malformations of peripheral vascular system),379,Ongoing,Date,,Data
204,132536,86,745,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q63 first reported (other congenital malformations of kidney),745,Ongoing,Date,,Data
205,132160,240,2029,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N99 first reported (postprocedural disorders of genito-urinary system, not elsewhere classified)",2029,Ongoing,Date,,Data
206,131864,5314,47148,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M13 first reported (other arthritis),47148,Ongoing,Date,,Data
207,131328,126,1048,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I37 first reported (pulmonary valve disorders),1048,Ongoing,Date,,Data
208,130216,1392,12312,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B26 first reported (mumps),12312,Ongoing,Date,,Data
209,132022,887,8033,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N13 first reported (obstructive and reflux uropathy),8033,Ongoing,Date,,Data
210,132280,292,2812,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O82 first reported (single delivery by caesarean section),2812,Ongoing,Date,,Data
211,131792,673,6376,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L71 first reported (rosacea),6376,Ongoing,Date,,Data
212,130838,298,2255,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F01 first reported (vascular dementia),2255,Ongoing,Date,,Data
213,130064,260,2185,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A38 first reported (scarlet fever),2185,Ongoing,Date,,Data
214,131572,252,2067,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K10 first reported (other diseases of jaws),2067,Ongoing,Date,,Data
215,131342,1720,14401,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I44 first reported (atrioventricular and left bundle-branch block),14401,Ongoing,Date,,Data
216,131298,2954,25204,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I21 first reported (acute myocardial infarction),25204,Ongoing,Date,,Data
217,132212,76,641,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O30 first reported (multiple gestation),641,Ongoing,Date,,Data
218,131906,575,4991,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M41 first reported (scoliosis),4991,Ongoing,Date,,Data
219,131802,151,1250,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L80 first reported (vitiligo),1250,Ongoing,Date,,Data
220,131326,110,751,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I36 first reported (nonrheumatic tricuspid valve disorders),751,Ongoing,Date,,Data
221,130770,641,5356,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E53 first reported (deficiency of other b group vitamins),5356,Ongoing,Date,,Data
222,130852,68,523,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F09 first reported (unspecified organic or symptomatic mental disorder),523,Ongoing,Date,,Data
223,130932,120,905,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F60 first reported (specific personality disorders),905,Ongoing,Date,,Data
224,131938,2367,20885,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M65 first reported (synovitis and tenosynovitis),20885,Ongoing,Date,,Data
225,131680,729,6269,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K83 first reported (other diseases of biliary tract),6269,Ongoing,Date,,Data
226,131728,173,1527,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L24 first reported (irritant contact dermatitis),1527,Ongoing,Date,,Data
227,131466,810,7158,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J31 first reported (chronic rhinitis, nasopharyngitis and pharyngitis)",7158,Ongoing,Date,,Data
228,131584,9028,82317,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K21 first reported (gastro-oesophageal reflux disease),82317,Ongoing,Date,,Data
229,131382,665,5405,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I71 first reported (aortic aneurysm and dissection),5405,Ongoing,Date,,Data
230,131760,250,1948,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L53 first reported (other erythematous conditions),1948,Ongoing,Date,,Data
231,130832,446,3846,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,"Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)",3846,Ongoing,Date,,Data
232,131794,1834,16655,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L72 first reported (follicular cysts of skin and subcutaneous tissue),16655,Ongoing,Date,,Data
233,131092,83,589,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G70 first reported (myasthenia gravis and other myoneural disorders),589,Ongoing,Date,,Data
234,132244,106,994,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O60 first reported (preterm delivery),994,Ongoing,Date,,Data
235,130722,369,2996,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E21 first reported (hyperparathyroidism and other disorders of parathyroid gland),2996,Ongoing,Date,,Data
236,130194,145,1167,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B15 first reported (acute hepatitis a),1167,Ongoing,Date,,Data
237,130924,143,1379,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,"Date F53 first reported (mental and behavioural disorders associated with the puerperium, not elsewhere classified)",1379,Ongoing,Date,,Data
238,131236,303,2736,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H69 first reported (other disorders of eustachian tube),2736,Ongoing,Date,,Data
239,131468,1552,14021,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J32 first reported (chronic sinusitis),14021,Ongoing,Date,,Data
240,130224,1459,12338,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B34 first reported (viral infection of unspecified site),12338,Ongoing,Date,,Data
241,131416,2839,23237,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I95 first reported (hypotension),23237,Ongoing,Date,,Data
242,131612,3720,33311,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K40 first reported (inguinal hernia),33311,Ongoing,Date,,Data
243,131806,3621,31993,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L82 first reported (seborrhoeic keratosis),31993,Ongoing,Date,,Data
244,131228,717,6093,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H65 first reported (nonsuppurative otitis media),6093,Ongoing,Date,,Data
245,131484,1149,10241,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J40 first reported (bronchitis, not specified as acute or chronic)",10241,Ongoing,Date,,Data
246,131550,113,601,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J99 first reported (respiratory disorders in diseases classified elsewhere),601,Ongoing,Date,,Data
247,130666,176,1510,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D73 first reported (diseases of spleen),1510,Ongoing,Date,,Data
248,132016,192,1674,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N10 first reported (acute tubulo-interstitial nephritis),1674,Ongoing,Date,,Data
249,131754,1273,11282,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L50 first reported (urticaria),11282,Ongoing,Date,,Data
250,130738,76,659,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E29 first reported (testicular dysfunction),659,Ongoing,Date,,Data
251,132148,1191,11324,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N93 first reported (other abnormal uterine and vaginal bleeding),11324,Ongoing,Date,,Data
252,131242,236,2267,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H72 first reported (perforation of tympanic membrane),2267,Ongoing,Date,,Data
253,131490,781,6145,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J43 first reported (emphysema),6145,Ongoing,Date,,Data
254,131234,281,2503,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H68 first reported (eustachian salpingitis and obstruction),2503,Ongoing,Date,,Data
255,131972,1834,16718,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M85 first reported (other disorders of bone density and structure),16718,Ongoing,Date,,Data
256,130840,264,1206,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F02 first reported (dementia in other diseases classified elsewhere),1206,Ongoing,Date,,Data
257,131820,908,6444,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L89 first reported (decubitus ulcer),6444,Ongoing,Date,,Data
258,131826,245,2018,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L92 first reported (granulomatous disorders of skin and subcutaneous tissue),2018,Ongoing,Date,,Data
259,130176,3147,26115,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B01 first reported (varicella [chickenpox]),26115,Ongoing,Date,,Data
260,131190,1356,12078,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H43 first reported (disorders of vitreous body),12078,Ongoing,Date,,Data
261,131674,3942,35913,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K80 first reported (cholelithiasis),35913,Ongoing,Date,,Data
262,131258,1057,9085,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H90 first reported (conductive and sensorineural hearing loss),9085,Ongoing,Date,,Data
263,131104,98,745,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G82 first reported (paraplegia and tetraplegia),745,Ongoing,Date,,Data
264,131130,746,6291,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H01 first reported (other inflammation of eyelid),6291,Ongoing,Date,,Data
265,132116,266,2424,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N75 first reported (diseases of bartholin's gland),2424,Ongoing,Date,,Data
266,132130,2057,19386,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N84 first reported (polyp of female genital tract),19386,Ongoing,Date,,Data
267,130202,143,1373,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B19 first reported (unspecified viral hepatitis),1373,Ongoing,Date,,Data
268,130712,79,611,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E13 first reported (other specified diabetes mellitus),611,Ongoing,Date,,Data
269,131166,6201,56139,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H26 first reported (other cataract),56139,Ongoing,Date,,Data
270,131976,153,1285,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M87 first reported (osteonecrosis),1285,Ongoing,Date,,Data
271,131066,61,516,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G52 first reported (disorders of other cranial nerves),516,Ongoing,Date,,Data
272,131346,461,3499,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I46 first reported (cardiac arrest),3499,Ongoing,Date,,Data
273,131988,96,899,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M93 first reported (other osteochondropathies),899,Ongoing,Date,,Data
274,130704,388,3233,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E07 first reported (other disorders of thyroid),3233,Ongoing,Date,,Data
275,132312,293,2580,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,"Date O99 first reported (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)",2580,Ongoing,Date,,Data
276,131878,2585,22521,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M20 first reported (acquired deformities of fingers and toes),22521,Ongoing,Date,,Data
277,131362,300,2633,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I61 first reported (intracerebral haemorrhage),2633,Ongoing,Date,,Data
278,130018,3045,27213,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A09 first reported (diarrhoea and gastro-enteritis of presumed infectious origin),27213,Ongoing,Date,,Data
279,131782,410,3487,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L65 first reported (other nonscarring hair loss),3487,Ongoing,Date,,Data
280,131974,352,2952,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M86 first reported (osteomyelitis),2952,Ongoing,Date,,Data
281,130022,73,681,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,"Date A16 first reported (respiratory tuberculosis, not confirmed bacteriologically or histologically)",681,Ongoing,Date,,Data
282,131154,669,5964,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H18 first reported (other disorders of cornea),5964,Ongoing,Date,,Data
283,132096,1407,12985,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N60 first reported (benign mammary dysplasia),12985,Ongoing,Date,,Data
284,131432,539,4657,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J04 first reported (acute laryngitis and tracheitis),4657,Ongoing,Date,,Data
285,131930,113,842,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M60 first reported (myositis),842,Ongoing,Date,,Data
286,132156,437,4131,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N97 first reported (female infertility),4131,Ongoing,Date,,Data
287,132202,88,793,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O24 first reported (diabetes mellitus in pregnancy),793,Ongoing,Date,,Data
288,131374,1650,13143,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I67 first reported (other cerebrovascular diseases),13143,Ongoing,Date,,Data
289,131886,640,5539,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M24 first reported (other specific joint derangements),5539,Ongoing,Date,,Data
290,130714,3030,26322,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E14 first reported (unspecified diabetes mellitus),26322,Ongoing,Date,,Data
291,131894,580,1101,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M32 first reported (systemic lupus erythematosus),1101,Ongoing,Date,,Data
292,131030,183,1314,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G24 first reported (dystonia),1314,Ongoing,Date,,Data
293,131882,326,3374,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M22 first reported (disorders of patella),3374,Ongoing,Date,,Data
294,130820,1313,11200,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E83 first reported (disorders of mineral metabolism),11200,Ongoing,Date,,Data
295,131970,470,4462,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M84 first reported (disorders of continuity of bone),4462,Ongoing,Date,,Data
296,131446,135,1104,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J13 first reported (pneumonia due to streptococcus pneumoniae),1104,Ongoing,Date,,Data
297,130656,418,2791,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D68 first reported (other coagulation defects),2791,Ongoing,Date,,Data
298,131778,113,945,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L63 first reported (alopecia areata),945,Ongoing,Date,,Data
299,130914,374,3143,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F45 first reported (somatoform disorders),3143,Ongoing,Date,,Data
300,131368,1257,10356,Health-related outcomes > First occurrences > Circulatory system disorders,2409,"Date I64 first reported (stroke, not specified as haemorrhage or infarction)",10356,Ongoing,Date,,Data
301,132170,546,4341,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O04 first reported (medical abortion),4341,Ongoing,Date,,Data
302,132274,118,1012,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,"Date O75 first reported (other complications of labour and delivery, not elsewhere classified)",1012,Ongoing,Date,,Data
303,131774,1342,11543,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L60 first reported (nail disorders),11543,Ongoing,Date,,Data
304,130792,5877,53089,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E66 first reported (obesity),53089,Ongoing,Date,,Data
305,130910,1641,15114,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,"Date F43 first reported (reaction to severe stress, and adjustment disorders)",15114,Ongoing,Date,,Data
306,131480,469,4402,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J38 first reported (diseases of vocal cords and larynx, not elsewhere classified)",4402,Ongoing,Date,,Data
307,131256,1369,12418,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H83 first reported (other diseases of inner ear),12418,Ongoing,Date,,Data
308,130868,5160,45840,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F17 first reported (mental and behavioural disorders due to use of tobacco),45840,Ongoing,Date,,Data
309,130016,693,5788,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A08 first reported (viral and other specified intestinal infections),5788,Ongoing,Date,,Data
310,131330,164,1231,Health-related outcomes > First occurrences > Circulatory system disorders,2409,"Date I38 first reported (endocarditis, valve unspecified)",1231,Ongoing,Date,,Data
311,131642,804,7173,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K60 first reported (fissure and fistula of anal and rectal regions),7173,Ongoing,Date,,Data
312,130676,65,477,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D80 first reported (immunodeficiency with predominantly antibody defects),477,Ongoing,Date,,Data
313,131110,156,1361,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G91 first reported (hydrocephalus),1361,Ongoing,Date,,Data
314,132100,252,2199,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N62 first reported (hypertrophy of breast),2199,Ongoing,Date,,Data
315,132474,70,486,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q24 first reported (other congenital malformations of heart),486,Ongoing,Date,,Data
316,131540,450,3843,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J93 first reported (pneumothorax),3843,Ongoing,Date,,Data
317,132188,69,577,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O14 first reported (gestational [pregnancy-induced] hypertension with significant proteinuria),577,Ongoing,Date,,Data
318,132140,1382,12769,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N89 first reported (other noninflammatory disorders of vagina),12769,Ongoing,Date,,Data
319,131244,91,804,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H73 first reported (other disorders of tympanic membrane),804,Ongoing,Date,,Data
320,131142,2816,24401,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H10 first reported (conjunctivitis),24401,Ongoing,Date,,Data
321,131654,1018,9731,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K66 first reported (other disorders of peritoneum),9731,Ongoing,Date,,Data
322,131954,3870,35279,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M75 first reported (shoulder lesions),35279,Ongoing,Date,,Data
323,131650,5750,51683,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K64 first reported (haemorrhoids and perianal venous thrombosis),51683,Ongoing,Date,,Data
324,131598,7349,65644,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K29 first reported (gastritis and duodenitis),65644,Ongoing,Date,,Data
325,130762,93,699,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E46 first reported (unspecified protein-energy malnutrition),699,Ongoing,Date,,Data
326,131688,611,5843,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K90 first reported (intestinal malabsorption),5843,Ongoing,Date,,Data
327,132070,7029,60406,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N39 first reported (other disorders of urinary system),60406,Ongoing,Date,,Data
328,131224,3508,30322,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H61 first reported (other disorders of external ear),30322,Ongoing,Date,,Data
329,131726,175,1518,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L23 first reported (allergic contact dermatitis),1518,Ongoing,Date,,Data
330,131182,2112,19623,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H35 first reported (other retinal disorders),19623,Ongoing,Date,,Data
331,131436,6043,52369,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J06 first reported (acute upper respiratory infections of multiple and unspecified sites),52369,Ongoing,Date,,Data
332,131056,1210,10591,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G45 first reported (transient cerebral ischaemic attacks and related syndromes),10591,Ongoing,Date,,Data
333,131880,731,6389,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M21 first reported (other acquired deformities of limbs),6389,Ongoing,Date,,Data
334,132278,201,1948,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O81 first reported (single delivery by forceps and vacuum extractor),1948,Ongoing,Date,,Data
335,131634,1296,11403,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K56 first reported (paralytic ileus and intestinal obstruction without hernia),11403,Ongoing,Date,,Data
336,130660,894,8146,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D70 first reported (agranulocytosis),8146,Ongoing,Date,,Data
337,131956,970,8288,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,"Date M76 first reported (enthesopathies of lower limb, excluding foot)",8288,Ongoing,Date,,Data
338,131476,91,987,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J36 first reported (peritonsillar abscess),987,Ongoing,Date,,Data
339,131450,234,1746,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J15 first reported (bacterial pneumonia, not elsewhere classified)",1746,Ongoing,Date,,Data
340,131458,653,5535,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J20 first reported (acute bronchitis),5535,Ongoing,Date,,Data
341,131872,5171,48378,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M17 first reported (gonarthrosis [arthrosis of knee]),48378,Ongoing,Date,,Data
342,130634,123,735,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D57 first reported (sickle-cell disorders),735,Ongoing,Date,,Data
343,131048,1086,8990,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G40 first reported (epilepsy),8990,Ongoing,Date,,Data
344,131186,2227,21108,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H40 first reported (glaucoma),21108,Ongoing,Date,,Data
345,131084,90,727,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G61 first reported (inflammatory polyneuropathy),727,Ongoing,Date,,Data
346,132224,271,2495,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O36 first reported (maternal care for other known or suspected foetal problems),2495,Ongoing,Date,,Data
347,131850,1558,13345,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M06 first reported (other rheumatoid arthritis),13345,Ongoing,Date,,Data
